<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.28	05:00:00	1.27292	1.27307	1.27246	1.27267	1471	0	0
2023.06.28	05:30:00	1.27266	1.27326	1.27260	1.27308	904	0	0
2023.06.28	06:00:00	1.27307	1.27367	1.27303	1.27334	1035	0	0
2023.06.28	06:30:00	1.27334	1.27359	1.27297	1.27311	904	0	0
2023.06.28	07:00:00	1.27311	1.27338	1.27292	1.27295	714	0	0
2023.06.28	07:30:00	1.27295	1.27299	1.27239	1.27256	971	0	0
2023.06.28	08:00:00	1.27257	1.27294	1.27246	1.27289	1056	0	0
2023.06.28	08:30:00	1.27289	1.27331	1.27264	1.27299	1119	0	0
2023.06.28	09:00:00	1.27298	1.27361	1.27292	1.27328	1154	0	0
2023.06.28	09:30:00	1.27328	1.27328	1.27200	1.27245	1518	0	0
2023.06.28	10:00:00	1.27244	1.27361	1.27232	1.27336	1619	0	0
2023.06.28	10:30:00	1.27337	1.27371	1.27165	1.27308	1494	0	0
